comment,violence_score,violence_type,reason,confidence,needs_review,raw_content,source_file,created_at,raw_response
狠狠赞同了,0.3,无,评论仅包含支持的表达，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,狠狠赞同了,processed_comments_weibo_4000.csv,2025-03-26 13:24:19+08:00,
#女子靠4000工资养家盼丈夫共同承担#\n\n如果男子四千工资养家……\n\n女方有腰伤没有固定工作只能做做家务……\n\n评论区还会那么气愤吗？ ​​​,0.7,harassment,评论中使用了‘气愤’等带有贬义色彩的词语，并对女性的职业和身体状况进行揣测和否定，带有明显的贬低和攻击性，构成网络暴力。,0.9,False,#女子靠4000工资养家盼丈夫共同承担#\n\n如果男子四千工资养家……\n\n女方有腰伤没有固定工作只能做做家务……\n\n评论区还会那么气愤吗？[doge] ​​​,processed_comments_weibo_4000.csv,2025-03-26 13:45:30+08:00,
会，会骂男的没用搞得这个家那么穷,0.8,harassment,"评论使用侮辱性语言 (""骂男的"") 并暗示男性导致家庭贫困，带有贬低和攻击性。",0.9,False,会，会骂男的没用搞得这个家那么穷,processed_comments_weibo_4000.csv,2017-04-01 08:37:39+08:00,
她都有腰伤了 还不找个人照顾她 还让她干家务 妥妥的冷暴力,0.6,harassment,虽然没有直接威胁或歧视，但评论使用了'冷暴力'这一说法，暗示了对某人的侮辱和贬低，带有攻击性。,0.9,False,她都有腰伤了 还不找个人照顾她 还让她干家务 妥妥的冷暴力[笑cry][笑cry][笑cry],processed_comments_weibo_4000.csv,2025-03-26 14:05:31+08:00,
寄生虫吸不到血的愤怒，你能明白么？你不明白，我真是气抖冷，这个世界对寄生虫太不友好了，家人们谁懂啊，啊啊啊啊啊啊,0.7,harassment,评论使用‘寄生虫’进行侮辱性比喻，并带有‘啊啊啊啊啊啊’等具有攻击性和不理智的表达，构成网络暴力。,0.9,False,寄生虫吸不到血的愤怒，你能明白么？你不明白，我真是气抖冷，这个世界对寄生虫太不友好了，家人们谁懂啊，啊啊啊啊啊啊,processed_comments_weibo_4000.csv,2025-03-26 16:59:23+08:00,
在家做家务一年价值124万，这女的就偷着乐吧,0.8,harassment,评论使用'偷着乐'这种带有贬义和嘲讽的语言，带有侮辱性和攻击性，暗示对方不劳而获，具有贬低和羞辱的意味。,0.9,False,在家做家务一年价值124万，这女的就偷着乐吧,processed_comments_weibo_4000.csv,2018-02-05 18:58:11+08:00,
那咋啦！,0.6,harassment,虽然评论内容简单，但'那咋啦！'在特定语境下可能带有挑衅、嘲讽或不友好的意味，属于网络暴力中的侮辱性言论。,0.9,False,[哼][哼][哼]那咋啦！,processed_comments_weibo_4000.csv,2025-03-26 14:05:31+08:00,
男的才四千工资，女的还不走？,0.8,harassment,评论使用性别歧视的语言，将男性收入与女性收入进行对比，带有贬低和侮辱意味，构成网络暴力。,0.9,False,男的才四千工资，女的还不走？,processed_comments_weibo_4000.csv,2011-07-05 03:00:13+08:00,
人家是天生的吸血鬼，那能一样吗,0.8,harassment,使用'吸血鬼'一词进行侮辱性指代，带有贬义和攻击性，构成网络暴力。,0.9,False,人家是天生的吸血鬼，那能一样吗[哼],processed_comments_weibo_4000.csv,2025-03-26 14:02:42+08:00,
那能一样吗.gif,0.8,harassment,该评论使用'那能一样吗'这种带有侮辱性和挑衅意味的表达，具有攻击性和贬低性，属于网络暴力中的侮辱行为。,0.9,False,那能一样吗.gif,processed_comments_weibo_4000.csv,2018-07-22 11:17:06+08:00,
会气自己当时怎么瞎了眼跟了你,0.7,harassment,"评论使用带有指责和侮辱性的语言 (""瞎了眼"")，表达了强烈的负面情绪，具有攻击性。",0.9,False,会气自己当时怎么瞎了眼跟了你[二哈],processed_comments_weibo_4000.csv,2025-03-26 14:29:52+08:00,
会骂男的废物，挣这么一点钱,0.8,harassment,评论使用'骂'和'废物'等侮辱性词汇，对男性进行贬低，属于网络暴力。,0.9,False,会骂男的废物，挣这么一点钱,processed_comments_weibo_4000.csv,2017-12-16 15:52:37+08:00,
那能一样吗！,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'那能一样吗！'这句话带有强烈的指责和否定意味，可能被解读为一种带有攻击性的言论，属于网络暴力的一种形式。,0.9,False,那能一样吗！[怒],processed_comments_weibo_4000.csv,2025-03-26 13:51:32+08:00,
性别一换，那能一样吗,0.8,harassment,评论使用带有性别歧视色彩的言论，带有侮辱性和攻击性，暗示性别差异导致不平等，具有潜在的威胁性。,0.9,False,性别一换，那能一样吗[doge][doge],processed_comments_weibo_4000.csv,2013-05-07 22:53:47+08:00,
性别一换就可以套母式了,0.6,harassment,该评论使用'性别一换'这种带有贬义和侮辱性的表达，暗示对女性的贬低和歧视，属于网络暴力。,0.9,False,性别一换就可以套母式了[吃瓜],processed_comments_weibo_4000.csv,2025-03-26 13:58:59+08:00,
这都不离婚是我想不明白的，难道是真爱？,0.6,harassment,虽然没有直接的威胁或攻击性言论，但评论带有强烈的指责和否定意味，带有轻微的侮辱性，表达了对他人婚姻状况的否定和不理解，可能造成精神压力。,0.9,False,这都不离婚是我想不明白的，难道是真爱？,processed_comments_weibo_4000.csv,2012-02-04 20:30:12+08:00,
她们还会嫌男子收入低,0.6,harassment,该评论基于性别歧视，暗示男性收入低，带有贬低和侮辱性意味，属于网络暴力。,0.9,False,她们还会嫌男子收入低,processed_comments_weibo_4000.csv,2025-03-26 14:38:23+08:00,
http:\/\/t.cn\/A6BrRG23,0.8,harassment,链接指向可能包含攻击性内容，且链接本身可能被用于传播恶意信息，因此判定为潜在的网络暴力。,0.9,False,[二哈] http:\/\/t.cn\/A6BrRG23,processed_comments_weibo_4000.csv,2023-04-05 14:56:47+08:00,
怎么你不服气,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'怎么你不服气'带有挑衅和质疑的意味，可能被解读为一种带有攻击性的言论，属于网络暴力的一种形式。,0.9,False,怎么你不服气,processed_comments_weibo_4000.csv,2011-09-02 23:52:38+08:00,
肯定会啊，女的有腰伤居然还让做家务？？？,0.6,harassment,评论包含对女性的侮辱性指控，带有性别歧视色彩，暗示女性不应该承担家务。,0.9,False,肯定会啊，女的有腰伤居然还让做家务？？？,processed_comments_weibo_4000.csv,2025-03-26 15:44:53+08:00,
回复@昨夜西風凋碧樹_ovo 的表态:你复活啦,0.6,harassment,虽然评论内容简单，但使用'复活啦'带有轻微嘲讽和挑衅意味，可能被对方解读为恶意攻击，属于网络性骚扰。,0.9,False,回复@昨夜西風凋碧樹_ovo 的表态:你复活啦,processed_comments_weibo_4000.csv,2025-03-26 13:20:26+08:00,
哼哼,0.8,harassment,‘哼哼’ 是一种带有侮辱性和攻击性的声音表达，具有明显的贬低和嘲讽意味，属于网络暴力中的侮辱行为。,0.9,False,哼哼[融化][彩虹屁][彩虹屁],processed_comments_weibo_4000.csv,2025-03-26 13:24:45+08:00,
吓人,0.3,无,该评论仅包含一个词汇'吓人'，虽然在某些语境下可能带有威胁意味，但单独使用时缺乏明确的攻击性或恶意意图，因此暴力程度较低。,0.9,False,吓人,processed_comments_weibo_4000.csv,2025-03-26 13:45:14+08:00,
四千块钱可以养我,0.8,harassment,评论使用'养我'一词，带有贬低和施压的意味，暗示对方需要被供养，可能带有侮辱和施压的含义，属于网络暴力的一种形式。,0.9,False,四千块钱可以养我,processed_comments_weibo_4000.csv,2025-03-26 13:29:29+08:00,
难以想象，靠4000咋养起家的，着实不容易,0.6,harassment,虽然没有直接的威胁或攻击性词语，但评论使用了‘着实不容易’来暗示对方生活困境，带有贬低和轻蔑的意味，构成一种隐含的侮辱和压力。,0.9,False,难以想象，靠4000咋养起家的，着实不容易,processed_comments_weibo_4000.csv,2025-03-26 18:09:17+08:00,
晚上好,0.1,无,评论仅包含问候语，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,晚上好[心],processed_comments_weibo_4000.csv,2025-03-26 21:18:24+08:00,
亲爱的@乌镇小李厂长真丝羊绒，你发布的博文很受超话用户欢迎！快来#真丝#一起畅聊吧,0.3,无,评论内容仅表达对博文受欢迎的赞扬，没有包含任何侮辱、威胁、歧视或煽动性言论。,0.95,False,亲爱的@乌镇小李厂长真丝羊绒，你发布的博文很受超话用户欢迎[给你小心心]！快来#真丝[超话]#一起畅聊吧[打call],processed_comments_weibo_4000.csv,2025-03-26 14:04:07+08:00,
平时男的说家务不算贡献呢,0.6,harassment,该评论使用'不算贡献'这种带有贬义的说法，暗示男性在家庭中没有贡献，具有潜在的侮辱性和贬低意味，可能导致受害者感到不适和压力。,0.9,False,平时男的说家务不算贡献呢,processed_comments_weibo_4000.csv,2025-03-26 17:38:18+08:00,
那法院判决说家务算贡献呢，一年124万,0.8,harassment,评论使用'那法院判决说家务算贡献呢'这句话，带有明显的贬低和嘲讽意味，带有侮辱性言论，暗示对法院判决的否定和不尊重，构成网络暴力。,0.9,False,那法院判决说家务算贡献呢，一年124万[doge],processed_comments_weibo_4000.csv,2025-03-27 10:47:48+08:00,
有些事只是不承认，不代表不存在。单纯跟扫地机器人+洗碗机做对比的话，性价比可太高了，更何况假如是去别人家当保姆，时薪几十块都有。,0.6,harassment,评论中将对方的行为比作‘扫地机器人+洗碗机’，带有贬低和轻蔑的意味，带有侮辱性，虽然没有直接威胁或歧视，但属于网络暴力的一种形式。,0.9,False,[挖鼻]有些事只是不承认，不代表不存在。单纯跟扫地机器人+洗碗机做对比的话，性价比可太高了，更何况假如是去别人家当保姆，时薪几十块都有。,processed_comments_weibo_4000.csv,2025-03-26 19:11:30+08:00,
可能跟环境有关吧，我周围大多数都是老公买菜做饭，我从没做过饭但是我会很自觉的洗碗清理灶台，虽然家里有洗碗机但觉得不适合中国家庭，除了家里来很多客人在家里吃饭会用洗碗机洗洗。感觉家务事老公比我做得多，我扫地（扫地机）、我洗衣服（洗衣机），过年大扫除实行分区包干制。,0.6,harassment,"虽然没有直接的威胁或攻击性言论，但评论中包含对配偶的暗示性评价 (""老公比我做得多"") 以及对家庭分工的负面暗示，带有轻微的贬低和不平衡的描述，可能导致对方产生不适感，属于轻微的言语骚扰。",0.9,False,可能跟环境有关吧，我周围大多数都是老公买菜做饭，我从没做过饭但是我会很自觉的洗碗清理灶台，虽然家里有洗碗机但觉得不适合中国家庭，除了家里来很多客人在家里吃饭会用洗碗机洗洗。感觉家务事老公比我做得多，我扫地（扫地机）、我洗衣服（洗衣机），过年大扫除实行分区包干制。,processed_comments_weibo_4000.csv,2025-03-26 19:37:39+08:00,
孩子生不了，钱挣不到，家务说是重大付出，这种废物男的也要？,0.8,harassment,评论使用'废物男'等侮辱性语言，带有贬低和攻击性，构成网络暴力。,0.9,False,孩子生不了，钱挣不到，家务说是重大付出，这种废物男的也要？,processed_comments_weibo_4000.csv,2025-03-26 22:57:12+08:00,
真搞不懂,0.6,harassment,虽然只是表达困惑，但'搞不懂'带有轻微的指责和不尊重意味，可能被解读为一种轻微的侮辱或不友好的表达，属于网络暴力的一种形式。,0.9,False,真搞不懂[允悲],processed_comments_weibo_4000.csv,2025-03-26 13:23:45+08:00,
9494,0.8,harassment,‘9494’ 是一种常见的网络暴力手段，用于匿名骚扰和威胁他人。虽然没有具体内容，但其本身就带有明显的攻击性和威胁性。,0.9,False,9494[哼],processed_comments_weibo_4000.csv,2025-03-26 13:18:02+08:00,
不就是吃软饭,0.6,harassment,该评论使用‘吃软饭’这种带有贬义和指责意味的说法，带有攻击性和侮辱性，可能造成受害者的精神伤害。,0.9,False,不就是吃软饭,processed_comments_weibo_4000.csv,2025-03-26 13:36:00+08:00,
恶心,0.6,harassment,使用'恶心'一词，带有侮辱性，可能构成网络暴力。,0.9,False,恶心,processed_comments_weibo_4000.csv,2025-03-26 13:35:47+08:00,
？…无语了,0.3,无,评论仅包含表情符号，表达了无语之情，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,？…无语了,processed_comments_weibo_4000.csv,2025-03-26 13:37:15+08:00,
真的无语,0.3,无,评论仅表达了个人情绪，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,真的无语,processed_comments_weibo_4000.csv,2025-03-26 13:38:03+08:00,
就是,0.8,harassment,虽然评论内容简单，但'就是'在特定语境下可能被用于表达不友善或侮辱性的态度，具有潜在的攻击性。,0.9,False,就是,processed_comments_weibo_4000.csv,2025-03-26 13:36:47+08:00,
你算什么男人？,0.8,harassment,使用侮辱性语言，带有攻击性和贬损意味，属于网络暴力。,0.9,False,你算什么男人？,processed_comments_weibo_4000.csv,2025-03-26 13:36:41+08:00,
